id,movie_id,character_name,actor_name,scene_description,theme_day,occasion_type,difficulty_level,colors,fabrics,accessories,styling_tips,image_url
COS080,MOV033,Kunjappan,Innocent,Traditional elderly comfort wear,Retro Friday,Elderly Comfort,Easy,Comfort colors,Soft cotton,Comfort accessories,Senior-friendly traditional styling,https://m.media-amazon.com/images/M/MV5BNzA1MjE2MjY2N15BMl5BanBnXkFtZTgwMjU3MzM2MzE@._V1_.jpg
COS081,MOV036,Mathan,Tovino Thomas,Urban romantic casual wear,Movie Thursday,Romantic Casual,Medium,Contemporary colors,"Cotton,Denim",Casual romantic accessories,Modern urban romance styling,https://m.media-amazon.com/images/M/MV5BNzQ1MjA2MjY2N15BMl5BanBnXkFtZTgwMTU4MzM2MzE@._V1_.jpg
COS082,MOV037,Thamara,Anagha,Wedding planner professional outfit,Formal Wednesday,Event Planning,Medium,Professional pastels,Cotton blend,"Planning accessories,Tablet",Event management professional styling,https://m.media-amazon.com/images/M/MV5BNzI1MjE3MjY2N15BMl5BanBnXkFtZTgwNjU4MzM2MzE@._V1_.jpg
COS083,MOV038,Michael,Mammootty,Gangster patriarch formal wear,Formal Wednesday,Gangster Formal,Hard,Dark formal colors,"Wool,Silk","Gold accessories,Watch",Traditional gangster family styling,https://m.media-amazon.com/images/M/MV5BNzA1MzA2MjY2N15BMl5BanBnXkFtZTgwOTU4MzM2MzE@._V1_.jpg
COS084,MOV039,Arun,Pranav Mohanlal,College fresher casual look,Sports Monday,College Fresher,Easy,Youthful bright colors,Cotton,"College accessories,Backpack",Fresh college student styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI2MjY2N15BMl5BanBnXkFtZTgwMjU5MzM2MzE@._V1_.jpg
COS085,MOV040,Wazim,Tovino Thomas,Youth action colorful outfit,Movie Thursday,Action Youth,Medium,Vibrant action colors,"Cotton,Leather",Action accessories,Bold youth action styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI3MjY2N15BMl5BanBnXkFtZTgwNjU5MzM2MzE@._V1_.jpg
COS086,MOV041,Alluri,Ram Charan,1920s freedom fighter outfit,Retro Friday,Period Action,Hard,"Earth tones,Khaki","Cotton,Leather","Period accessories,Belt",British Raj resistance styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzI4MjY2N15BMl5BanBnXkFtZTgwOTU5MzM2MzE@._V1_.jpg
COS087,MOV042,Aravind,Prithviraj Sukumaran,Legal professional court attire,Formal Wednesday,Legal Professional,Hard,Formal court colors,"Wool,Cotton","Legal accessories,Briefcase",Courtroom professional styling,https://m.media-amazon.com/images/M/MV5BNzI1MzI5MjY2N15BMl5BanBnXkFtZTgwMTU6MzM2MzE@._V1_.jpg
COS088,MOV043,Maniyan,Kunchacko Boban,Police survival gear outfit,Sports Monday,Survival Gear,Hard,Tactical colors,Tactical fabric,"Survival accessories,Gear",Police survival mission styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI3MjY2N15BMl5BanBnXkFtZTgwNjU6MzM2MzE@._V1_.jpg
COS089,MOV044,Chandru,Suriya,90s social activist formal wear,Formal Wednesday,Social Activist,Medium,Simple formal colors,Cotton,Activist accessories,90s social justice professional styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI4MjY2N15BMl5BanBnXkFtZTgwOTU6MzM2MzE@._V1_.jpg
COS090,MOV045,Sulaiman,Fahadh Faasil,Political leader evolution wear,Movie Thursday,Political Evolution,Hard,Political colors,Various fabrics,Political accessories,Multi-decade political styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI5MjY2N15BMl5BanBnXkFtZTgwMTU7MzM2MzE@._V1_.jpg
COS091,MOV046,Shaji,Tovino Thomas,Rural thriller work attire,Sports Monday,Rural Thriller,Medium,Earth work colors,"Cotton,Denim",Work tools,Village working class thriller styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzI6MjY2N15BMl5BanBnXkFtZTgwNjU7MzM2MzE@._V1_.jpg
COS092,MOV047,Oliver,Indrans,Family father domestic wear,Sports Monday,Domestic Father,Easy,Comfortable home colors,Cotton,Home accessories,Contemporary family father styling,https://m.media-amazon.com/images/M/MV5BNzI1MzI7MjY2N15BMl5BanBnXkFtZTgwOTU7MzM2MzE@._V1_.jpg
COS093,MOV048,Sukumara Kurup,Dulquer Salmaan,80s con artist stylish outfit,Retro Friday,80s Con Artist,Hard,80s stylish colors,"Polyester,Cotton","80s accessories,Watch",Vintage con artist styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI5MjY2N15BMl5BanBnXkFtZTgwMTU8MzM2MzE@._V1_.jpg
COS094,MOV049,Velayudhan,Mammootty,Minimalist art house wear,Movie Thursday,Art House,Medium,Minimal earth tones,"Linen,Cotton",Minimal accessories,Artistic minimalist styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI6MjY2N15BMl5BanBnXkFtZTgwNjU8MzM2MzE@._V1_.jpg
COS095,MOV050,Hamsa,Suraj Venjaramoodu,Working class struggle wear,Movie Thursday,Working Class,Easy,Simple work colors,Cotton,Work accessories,Social realism working styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI7MjY2N15BMl5BanBnXkFtZTgwOTU8MzM2MzE@._V1_.jpg
COS096,MOV051,Rameshan,Mohanlal,Middle-class office wear,Formal Wednesday,Office Worker,Medium,Office appropriate colors,Cotton blend,Office accessories,Middle-class professional styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzI8MjY2N15BMl5BanBnXkFtZTgwMTU9MzM2MzE@._V1_.jpg
COS097,MOV052,Sukumaran,Prithviraj Sukumaran,College reunion formal casual,Movie Thursday,College Reunion,Medium,Reunion appropriate colors,"Cotton,Silk",Reunion accessories,College reunion nostalgic styling,https://m.media-amazon.com/images/M/MV5BNzI1MzI9MjY2N15BMl5BanBnXkFtZTgwNjU9MzM2MzE@._V1_.jpg
COS098,MOV053,Balan,Srinivasan,Village barber work attire,Movie Thursday,Village Barber,Easy,Simple work colors,Cotton,"Barber tools,Apron",Traditional barber professional styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI7MjY2N15BMl5BanBnXkFtZTgwOTU9MzM2MzE@._V1_.jpg
COS099,MOV054,Raghunandan,Mohanlal,Recovery professional casual wear,Formal Wednesday,Recovery Professional,Medium,Professional casual colors,Cotton blend,Professional accessories,Rehabilitation professional styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI8MjY2N15BMl5BanBnXkFtZTgwMTVAMzM2MzE@._V1_.jpg
COS100,MOV055,Abu,Salim Kumar,Elderly village simple wear,Movie Thursday,Elderly Village,Easy,Simple village colors,Cotton,Village accessories,Simple elderly village styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI9MjY2N15BMl5BanBnXkFtZTgwNjVAMzM2MzE@._V1_.jpg
COS101,MOV056,Antony Moses,Prithviraj Sukumaran,Urban police investigation wear,Formal Wednesday,Police Investigation,Hard,Police formal colors,Cotton blend,"Police accessories,Badge",Urban police detective styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzJAMjY2N15BMl5BanBnXkFtZTgwOTVAMzM2MzE@._V1_.jpg
COS102,MOV057,Nirupama,Manju Warrier,Professional reinvention outfit,Formal Wednesday,Professional Reinvention,Hard,Empowering colors,Professional fabrics,Professional accessories,Women empowerment professional styling,https://m.media-amazon.com/images/M/MV5BNzI1MzJBMjY2N15BMl5BanBnXkFtZTgwMTVBMzM2MzE@._V1_.jpg
COS103,MOV058,Moideen,Prithviraj Sukumaran,60s period romantic formal wear,Retro Friday,60s Romance,Hard,60s formal colors,Vintage fabrics,"60s accessories,Watch",Classic 60s romantic styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI9MjY2N15BMl5BanBnXkFtZTgwNjVBMzM2MzE@._V1_.jpg
COS104,MOV059,Biju,Nivin Pauly,Police comedy casual uniform,Sports Monday,Police Comedy,Easy,Police casual colors,Cotton blend,Police accessories,Everyday police comedy styling,https://m.media-amazon.com/images/M/MV5BNzM1MzJCMjY2N15BMl5BanBnXkFtZTgwOTVBMzM2MzE@._V1_.jpg
COS105,MOV060,Jayaraman,Mohanlal,Blind man contemporary casual wear,Movie Thursday,Blind Man Casual,Easy,Contemporary casual colors,Cotton,Accessibility accessories,Contemporary accessibility styling,https://m.media-amazon.com/images/M/MV5BNzE1MzJDMjY2N15BMl5BanBnXkFtZTgwMTVCMzM2MzE@._V1_.jpg
COS106,MOV036,Aparna,Aishwarya Lekshmi,Urban romantic feminine outfit,Wedding Tuesday,Urban Romance,Medium,Romantic feminine colors,"Silk,Chiffon",Romantic accessories,Contemporary romantic feminine styling,https://m.media-amazon.com/images/M/MV5BNzQ1MjA2MjY2N15BMl5BanBnXkFtZTgwMTU4MzM2MzE@._V1_.jpg
COS107,MOV037,Saji,Vinay Forrt,Wedding comedy character look,Movie Thursday,Wedding Comedy,Easy,Comedy character colors,Cotton,Comedy accessories,Wedding comedy character styling,https://m.media-amazon.com/images/M/MV5BNzI1MjE3MjY2N15BMl5BanBnXkFtZTgwNjU4MzM2MzE@._V1_.jpg
COS108,MOV038,Jessy,Aishwarya Lekshmi,Gangster family elegant wear,Wedding Tuesday,Gangster Family,Hard,Elegant dark colors,"Silk,Satin",Elegant accessories,Sophisticated gangster family styling,https://m.media-amazon.com/images/M/MV5BNzA1MzA2MjY2N15BMl5BanBnXkFtZTgwOTU4MzM2MzE@._V1_.jpg
COS109,MOV039,Darshana,Kalyani Priyadarshan,College romance feminine outfit,Movie Thursday,College Romance,Medium,College romantic colors,"Cotton,Chiffon",College romantic accessories,Contemporary college romance styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI2MjY2N15BMl5BanBnXkFtZTgwMjU5MzM2MzE@._V1_.jpg
COS110,MOV040,Beepathu,Kalyani Priyadarshan,Action comedy female lead outfit,Movie Thursday,Action Comedy,Medium,Action comedy colors,"Cotton,Denim",Action accessories,Female action comedy styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI3MjY2N15BMl5BanBnXkFtZTgwNjU5MzM2MzE@._V1_.jpg
COS111,MOV041,Sita,Alia Bhatt,1920s period female revolutionary wear,Retro Friday,Female Revolutionary,Hard,Period revolutionary colors,Period fabrics,Revolutionary accessories,1920s female freedom fighter styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzI4MjY2N15BMl5BanBnXkFtZTgwOTU5MzM2MzE@._V1_.jpg
COS112,MOV042,Janaki,Mamta Mohandas,Legal professional female attire,Formal Wednesday,Female Legal,Hard,Professional legal colors,Professional fabrics,Legal accessories,Female legal professional styling,https://m.media-amazon.com/images/M/MV5BNzI1MzI5MjY2N15BMl5BanBnXkFtZTgwMTU6MzM2MzE@._V1_.jpg
COS113,MOV043,Priya,Nimisha Sajayan,Police wife support wear,Wedding Tuesday,Police Wife,Easy,Supportive colors,Cotton,Simple accessories,Police family support styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI3MjY2N15BMl5BanBnXkFtZTgwNjU6MzM2MzE@._V1_.jpg
COS114,MOV044,Senggeni,Lijomol Jose,90s tribal woman traditional wear,Retro Friday,90s Tribal,Medium,Traditional tribal colors,"Handloom,Cotton",Tribal accessories,90s tribal traditional styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI4MjY2N15BMl5BanBnXkFtZTgwOTU6MzM2MzE@._V1_.jpg
COS115,MOV045,Roselyn,Nimisha Sajayan,Political family evolution wear,Movie Thursday,Political Family,Medium,Political family colors,Various fabrics,Family accessories,Political family evolution styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI5MjY2N15BMl5BanBnXkFtZTgwMTU7MzM2MzE@._V1_.jpg
COS116,MOV046,Sumathi,Divya Prabha,Rural woman strength wear,Movie Thursday,Rural Strength,Medium,Strong earth colors,"Cotton,Handloom",Work accessories,Rural woman strength styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzI6MjY2N15BMl5BanBnXkFtZTgwNjU7MzM2MzE@._V1_.jpg
COS117,MOV047,Antony,Naslen K. Gafoor,Modern son casual wear,Movie Thursday,Modern Son,Easy,Modern casual colors,"Cotton,Denim",Modern accessories,Contemporary family son styling,https://m.media-amazon.com/images/M/MV5BNzI1MzI7MjY2N15BMl5BanBnXkFtZTgwOTU7MzM2MzE@._V1_.jpg
COS118,MOV048,Sharada,Sobhita Dhulipala,80s period elegant wear,Retro Friday,80s Elegant,Hard,80s elegant colors,80s fabrics,80s elegant accessories,Vintage 80s elegance styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI5MjY2N15BMl5BanBnXkFtZTgwMTU8MzM2MzE@._V1_.jpg
COS119,MOV049,Kamala,Geethu Mohandas,Art house feminine minimalist wear,Movie Thursday,Art Minimalist,Medium,Minimal artistic colors,Natural fabrics,Minimal accessories,Artistic feminine minimalist styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI6MjY2N15BMl5BanBnXkFtZTgwNjU8MzM2MzE@._V1_.jpg
COS120,MOV050,Radha,Priyanka Nair,Working class woman strength wear,Movie Thursday,Working Woman,Easy,Working colors,Cotton,Work accessories,Working class woman styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI7MjY2N15BMl5BanBnXkFtZTgwOTU8MzM2MzE@._V1_.jpg
COS121,MOV051,Lekha,Meera Vasudevan,Middle-class wife supportive wear,Wedding Tuesday,Middle Class Wife,Medium,Supportive colors,"Cotton,Silk",Traditional accessories,Middle-class family wife styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzI8MjY2N15BMl5BanBnXkFtZTgwMTU9MzM2MzE@._V1_.jpg
COS122,MOV052,Radhika,Kavya Madhavan,College reunion nostalgic outfit,Movie Thursday,Reunion Nostalgia,Medium,Nostalgic colors,"Cotton,Silk",Reunion accessories,College reunion feminine styling,https://m.media-amazon.com/images/M/MV5BNzI1MzI9MjY2N15BMl5BanBnXkFtZTgwNjU9MzM2MzE@._V1_.jpg
COS123,MOV053,Sreedevi,Meena,Village celebrity visit outfit,Wedding Tuesday,Village Celebrity,Medium,Celebrity appropriate colors,"Silk,Cotton",Celebrity accessories,Village celebrity visit styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI7MjY2N15BMl5BanBnXkFtZTgwOTU9MzM2MzE@._V1_.jpg
COS124,MOV054,Parvathy,Kaniha,Recovery support family wear,Movie Thursday,Recovery Support,Easy,Supportive colors,Cotton,Family accessories,Recovery family support styling,https://m.media-amazon.com/images/M/MV5BNzM1MzI8MjY2N15BMl5BanBnXkFtZTgwMTVAMzM2MzE@._V1_.jpg
COS125,MOV055,Aishumma,Zarina Wahab,Elderly village woman simple wear,Movie Thursday,Elderly Woman,Easy,Simple traditional colors,Cotton,Traditional accessories,Elderly village woman styling,https://m.media-amazon.com/images/M/MV5BNzE1MzI9MjY2N15BMl5BanBnXkFtZTgwNjVAMzM2MzE@._V1_.jpg
COS126,MOV056,Farhan,Rahman,Urban police investigation support wear,Formal Wednesday,Police Support,Medium,Police support colors,Cotton blend,Police accessories,Urban police support styling,https://m.media-amazon.com/images/M/MV5BNzQ1MzJAMjY2N15BMl5BanBnXkFtZTgwOTVAMzM2MzE@._V1_.jpg
COS127,MOV057,Priya,Kaniha,Professional woman family balance wear,Formal Wednesday,Professional Mother,Hard,Balanced professional colors,Professional fabrics,Professional accessories,Working mother professional styling,https://m.media-amazon.com/images/M/MV5BNzI1MzJBMjY2N15BMl5BanBnXkFtZTgwMTVBMzM2MzE@._V1_.jpg
COS128,MOV058,Kanchanamala,Parvathy Thiruvothu,60s period traditional romance wear,Retro Friday,60s Traditional,Hard,60s traditional colors,Traditional fabrics,60s accessories,Classic 60s traditional romance styling,https://m.media-amazon.com/images/M/MV5BNzA1MzI9MjY2N15BMl5BanBnXkFtZTgwNjVBMzM2MzE@._V1_.jpg
COS129,MOV059,Advocate,Joju George,Police comedy support character wear,Movie Thursday,Comedy Support,Easy,Comedy support colors,Cotton,Comedy accessories,Police comedy support styling,https://m.media-amazon.com/images/M/MV5BNzM1MzJCMjY2N15BMl5BanBnXkFtZTgwOTVBMzM2MzE@._V1_.jpg
COS130,MOV060,Shobha,Anusree,Mystery thriller support wear,Movie Thursday,Mystery Support,Medium,Mystery appropriate colors,Cotton blend,Mystery accessories,Contemporary mystery support styling,https://m.media-amazon.com/images/M/MV5BNzE1MzJDMjY2N15BMl5BanBnXkFtZTgwMTVCMzM2MzE@._V1_.jpg
COS131,MOV031,Jimmy,Roshan Mathew,Cinematic video blogger outfit,Movie Thursday,Content Creator,Easy,Trendy casual colors,Cotton,"Video equipment,Trendy accessories",Modern content creator styling,https://m.media-amazon.com/images/M/MV5BNzU1MjE2MjY2N15BMl5BanBnXkFtZTgwNTU2MzM2MzE@._V1_.jpg
COS132,MOV061,Baahubali,Prabhas,Ancient warrior royal armor,Retro Friday,Ancient Warrior,Hard,"Gold,Bronze,Red","Leather,Metal","Armor,Crown,Sword",Epic ancient royal warrior styling,https://m.media-amazon.com/images/M/MV5BYTNlOGZhYzgtMmYwOS00ZGU4LWIxYzctYjg0MDY5MWEzNzMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
COS133,MOV062,Rocky,Yash,70s gold mining action wear,Retro Friday,70s Action,Hard,"Brown,Gold,Black","Leather,Denim","Gold chains,Boots",Vintage action hero styling,https://m.media-amazon.com/images/M/MV5BYjY2ZTNiY2YtMTViYy00ZjkzLWE3ODMtNDIzMTU1MGIzNzI4XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_.jpg
COS134,MOV063,Arjun Reddy,Vijay Deverakonda,Medical student rebellious casual,Sports Monday,Rebellious Student,Medium,"Dark colors,Denim","Cotton,Leather",Casual accessories,Urban rebellious youth styling,https://m.media-amazon.com/images/M/MV5BNTgzOTg0MzU3N15BMl5BanBnXkFtZTgwMzY4NzY2MzI@._V1_.jpg
COS135,MOV064,Vikram,R. Madhavan,Police officer investigation wear,Formal Wednesday,Police Detective,Hard,Formal colors,"Cotton,Polyester","Badge,Gun holster",Professional detective styling,https://m.media-amazon.com/images/M/MV5BNTNjNGQ1MDQtYzYwOC00YzRkLWI1MzQtMWRjMGFkMDI5MjIzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS136,MOV065,Ram,Vijay Sethupathi,90s school teacher casual look,Retro Friday,90s Teacher,Medium,Simple colors,Cotton,"Glasses,Books",Nostalgic teacher styling,https://m.media-amazon.com/images/M/MV5BNmQ2N2JlN2MtNzU5My00YzdiLWJhOWEtODkwM2VjZGY5YzdhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS137,MOV066,Shilpa,Samantha Ruth Prabhu,Urban contemporary diverse styling,Movie Thursday,Urban Contemporary,Medium,Diverse colors,Various fabrics,Modern accessories,Contemporary urban woman styling,https://m.media-amazon.com/images/M/MV5BMTYzODQ0MjE5NV5BMl5BanBnXkFtZTgwMTQ1MjI5NzM@._V1_.jpg
COS138,MOV067,Pushpa Raj,Allu Arjun,Rural smuggler action wear,Sports Monday,Rural Action,Hard,"Earthy colors,Red","Cotton,Leather",Work accessories,Forest smuggler styling,https://m.media-amazon.com/images/M/MV5BNTYzOTYzNDY4MV5BMl5BanBnXkFtZTgwNzk1MjI5NzM@._V1_.jpg
COS139,MOV068,Ram Charan,Ram Charan,1920s freedom fighter formal,Retro Friday,Freedom Fighter,Hard,"Khaki,White","Cotton,Linen",Period accessories,British Raj resistance styling,https://m.media-amazon.com/images/M/MV5BODUwNDNjYzctODUxNy00ZTA2LWIyYTEtMDc5Y2E5ZjBmNTMzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
COS140,MOV069,Arjun,Nani,Cricket comeback athletic wear,Sports Monday,Cricket Sports,Medium,"White,Blue",Sports fabric,Cricket gear,Professional cricket styling,https://m.media-amazon.com/images/M/MV5BNjcyYzQyMTI0NV5BMl5BanBnXkFtZTgwODk1MjI5NzM@._V1_.jpg
COS141,MOV070,Bantu,Allu Arjun,Festive family celebration outfit,Wedding Tuesday,Festival Wear,Hard,"Bright colors,Gold","Silk,Cotton",Traditional accessories,South Indian festival styling,https://m.media-amazon.com/images/M/MV5BYmU1MTdlZjYtOWNmNC00NTAyLTg5MzMtNmUxNjQ1OTUxNzlkXkEyXkFqcGdeQXVyMTE0NzQwNjk1._V1_.jpg
COS142,MOV071,JD,Vijay,Professor action hero look,Movie Thursday,Professor Action,Hard,Casual formal,"Cotton,Denim","Glasses,Action accessories",Academic action hero styling,https://m.media-amazon.com/images/M/MV5BOWVhM2VhOGYtNDZmYy00NGQ3LTlhYTctZGFmMmRiNGNjMjdkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS143,MOV072,Dilli,Karthi,Prison break tactical wear,Sports Monday,Tactical Action,Hard,Dark tactical colors,Tactical fabric,Action gear,Police tactical styling,https://m.media-amazon.com/images/M/MV5BNTg1NDY3NjUyNV5BMl5BanBnXkFtZTgwNjAxMjI5NzM@._V1_.jpg
COS144,MOV073,Sivasamy,Dhanush,Rural farmer traditional wear,Sports Monday,Rural Traditional,Medium,Earth tones,"Cotton,Handloom",Traditional accessories,Village farmer styling,https://m.media-amazon.com/images/M/MV5BZjA1YThhYTctNzZkMC00MTM0LTg2MDctM2I2YzEzODQ5NTFkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS145,MOV074,Nedumaaran,Suriya,Aviation entrepreneur business wear,Formal Wednesday,Entrepreneur,Hard,Business colors,Formal fabrics,Business accessories,Aviation professional styling,https://m.media-amazon.com/images/M/MV5BODMzNzYxMDgtNGVhNy00YWQ2LWIwYjMtZTg0OGNhODI5NWM3XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
COS146,MOV075,Karnan,Dhanush,Village protest leader outfit,Sports Monday,Protest Leader,Medium,Bold colors,"Cotton,Handloom",Traditional accessories,Rural protest styling,https://m.media-amazon.com/images/M/MV5BZjQ3ZjViYWUtODEyMy00NmFjLWI5MzEtOGU2MTFiZGIyMWJjXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg
COS147,MOV076,Tony Stark,Robert Downey Jr.,Superhero tech billionaire suit,Formal Wednesday,Tech Billionaire,Hard,"Black,Red,Gold",High-tech fabric,Tech accessories,Modern superhero styling,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
COS148,MOV077,T'Challa,Chadwick Boseman,Afrofuturist royal superhero outfit,Movie Thursday,Afrofuturist,Hard,"Black,Purple,Gold",Advanced fabric,Royal accessories,African royal superhero styling,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_.jpg
COS149,MOV078,Diana Prince,Gal Gadot,WWI Amazonian warrior outfit,Retro Friday,WWI Warrior,Hard,"Gold,Brown,Blue","Leather,Metal","Armor,Shield,Sword",Amazonian warrior styling,https://m.media-amazon.com/images/M/MV5BMTYzODQzYjQtNTczNC00MzZhLTg1ZWYtZDUxYmQ3ZTY4NzA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
COS150,MOV079,Mia,Emma Stone,Vintage Hollywood actress dress,Movie Thursday,Hollywood Vintage,Hard,Bright colors,"Silk,Chiffon",Vintage accessories,Classic Hollywood styling,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_.jpg
COS151,MOV080,Daisy,Carey Mulligan,1920s Art Deco party dress,Retro Friday,20s Party,Hard,"Gold,Silver,Pastels","Silk,Beads",Art Deco jewelry,Roaring 20s party styling,https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_.jpg
COS152,MOV081,Emily,Lily Collins,Parisian chic professional outfit,Formal Wednesday,Parisian Chic,Hard,Fashion colors,Designer fabrics,Designer accessories,French fashion professional styling,https://m.media-amazon.com/images/M/MV5BM2Q5YjM3ZmYtNDk2Yi00NDNmLWE5YzEtY2NiMGZkZjAzOTUxXkEyXkFqcGdeQXVyMTM1NjM2ODU1._V1_.jpg
COS153,MOV082,Daphne,Phoebe Dynevor,Regency period ballgown,Wedding Tuesday,Regency Ball,Hard,Pastel colors,"Silk,Lace",Period jewelry,British aristocracy styling,https://m.media-amazon.com/images/M/MV5BN2FmMjM1OTEtOWQ0YS00MzYwLWE2YmItZGMzZTZlMjFkYWJhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS154,MOV083,Queen Elizabeth,Claire Foy,Royal formal ceremonial wear,Formal Wednesday,Royal Formal,Hard,Royal colors,"Silk,Velvet","Crown,Royal accessories",British royal styling,https://m.media-amazon.com/images/M/MV5BZmY0MzBlNjMtZTc0OC00ZGUyLTk5ZTMtNjgxNjg5Nzk5ZTVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg
COS155,MOV084,Rue,Zendaya,Gen Z trendy colorful outfit,Movie Thursday,Gen Z Fashion,Medium,Bold neon colors,Various trendy fabrics,Statement accessories,Contemporary teen styling,https://m.media-amazon.com/images/M/MV5BNzQ0NzUzNjYyOV5BMl5BanBnXkFtZTgwMDcwNTAwODE@._V1_.jpg
COS156,MOV085,Eleven,Millie Bobby Brown,80s teenager casual outfit,Retro Friday,80s Teen,Easy,80s colors,"Cotton,Denim",80s accessories,Nostalgic 80s teen styling,https://m.media-amazon.com/images/M/MV5BN2ZmYjg1YmItNWQ4OC00YWM0LWE0ZDktYThjOTZiZjhhN2Q2XkEyXkFqcGdeQXVyNjgxNTQ3Mjk@._V1_.jpg
COS157,MOV086,Carrie,Sarah Jessica Parker,NYC fashion columnist outfit,Movie Thursday,Fashion Columnist,Hard,Fashion colors,Designer fabrics,Designer accessories,NYC fashion professional styling,https://m.media-amazon.com/images/M/MV5BNGUyYWI3NmQtMGJkZC00NGNhLWE0NWEtZTVlYjkzNDk0NGQ1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg
COS158,MOV087,Rachel,Jennifer Aniston,90s casual coffee shop look,Movie Thursday,90s Casual,Easy,90s colors,"Cotton,Denim",90s accessories,Relaxed 90s casual styling,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg
COS159,MOV088,Blair,Leighton Meester,Prep school luxury outfit,Formal Wednesday,Prep School,Hard,Luxury colors,Designer fabrics,Luxury accessories,Upper East Side prep styling,https://m.media-amazon.com/images/M/MV5BMTQ5OTY1ODY0NF5BMl5BanBnXkFtZTcwNzA3OTc5Mg@@._V1_.jpg
COS160,MOV089,Joan,Christina Hendricks,60s secretary professional wear,Formal Wednesday,60s Secretary,Hard,60s professional colors,60s fabrics,60s accessories,Madison Avenue professional styling,https://m.media-amazon.com/images/M/MV5BNTcyNzQ3OTI5NV5BMl5BanBnXkFtZTcwNjU3NjQ5Nw@@._V1_.jpg
COS161,MOV090,Miranda,Meryl Streep,Fashion editor power dressing,Formal Wednesday,Fashion Editor,Hard,Power colors,Designer fabrics,Luxury accessories,Fashion industry power styling,https://m.media-amazon.com/images/M/MV5BYjQ0NzAzYmUtODEzMS00ZGE5LWI1NGEtOTUwZDNjZGJjOTU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
COS162,MOV061,Sivagami,Ramya Krishnan,Ancient queen royal attire,Wedding Tuesday,Ancient Queen,Hard,"Royal colors,Gold","Silk,Brocade","Royal jewelry,Crown",Ancient royal queen styling,https://m.media-amazon.com/images/M/MV5BYTNlOGZhYzgtMmYwOS00ZGU4LWIxYzctYjg0MDY5MWEzNzMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
